joint_0_pos,joint_0_vel,joint_0_torque,joint_1_pos,joint_1_vel,joint_1_torque,joint_2_pos,joint_2_vel,joint_2_torque,joint_3_pos,joint_3_vel,joint_3_torque,joint_4_pos,joint_4_vel,joint_4_torque,joint_5_pos,joint_5_vel,joint_5_torque,joint_6_pos,joint_6_vel,joint_6_torque,contact_detected,contact_force,contact_type,scenario,timestamp
-0.05667144190727655,-0.11260509684333474,-0.03149457828835247,0.2659652902886757,-0.13996394871385864,-5.763367467852077,0.0865387849480637,-0.07322550425715559,0.009274874406589176,-1.7855355420164813,-0.1297989704157043,3.2177966501996527,-0.007326946126046622,0.00463374808511706,-0.07981228342209741,0.0087369234235653,0.11227598546583252,-0.02306805714197665,-0.026539251025524086,0.0012243396769096443,-0.00040134463712334116,1,7158.305772577033,unknown,tissue_manipulation,1752679363.2677546
-0.058079212663295576,-0.1126356931170939,-0.04593518740791804,0.264215721831176,-0.1399667534997394,-5.772698145263969,0.08562360402776178,-0.07320506055807714,0.007964036094640333,-1.7871576336709694,-0.12974049985614192,3.193178943054875,-0.0072965411293161,0.001213359743110349,-0.07829994209634965,0.010140548188538193,0.11229999138721304,-0.01020649738866003,-0.026531298039022412,0.00031055107447951636,-0.0002689757734636346,1,7158.306661020421,unknown,tissue_manipulation,1752679363.2898498
-0.05948736625437979,-0.11266632976272441,-0.04607818969792923,0.2624661189887769,-0.1399694599636075,-5.756500285962892,0.08470867896276885,-0.07318469632073586,0.006710951273002207,-1.788778993383474,-0.12968192931222589,3.1931974852480045,-0.007289145993244085,0.0002472790464381506,-0.07817221267298252,0.01154444576522515,0.11232180622405555,-0.010252728780486211,-0.026529492822223708,5.240111433253616e-05,-0.00029847678385529674,1,7158.307457893787,unknown,tissue_manipulation,1752679363.3110247
-0.06089590280744363,-0.11269696409663732,-0.04608659320468766,0.2607164829566071,-0.13997207199389874,-5.7404226184815625,0.08379400618602424,-0.07316467941748896,0.0055411804920802755,-1.7903996207156485,-0.1296233213106297,3.193383289509861,-0.007288250599174573,-2.5658030843123646e-05,-0.07818116217802,0.012948615942158443,0.11234359702461982,-0.010297643673970605,-0.026529424738038675,-2.0568398591799646e-05,-0.0003068235628268673,1,7158.308160413315,unknown,tissue_manipulation,1752679363.3327813
-0.062304822193019194,-0.11272758271160488,-0.046056461523878246,0.2589668149077138,-0.139974590504749,-5.724370519956071,0.08287958095125948,-0.0731450608922644,0.004404222466644946,-1.792019515178539,-0.12956467345111372,3.1936161893974213,-0.007289192015781726,-0.00010283064180730515,-0.07822865583290493,0.014353058068605502,0.11236532032347396,-0.010341118930748995,-0.02652984798999498,-4.123302433599232e-05,-0.0003091945278195168,1,7158.308769167393,unknown,tissue_manipulation,1752679363.3563957
-0.06371412415843597,-0.11275817771605758,-0.04601490587547698,0.25721711600907904,-0.1399770157438393,-5.708317448609229,0.08196539814297497,-0.07312585827576636,0.0032857322336028207,-1.793638676273509,-0.12950598586035483,3.193862246728214,-0.007290653285038744,-0.0001247126597271669,-0.07828698252127703,0.015757771204062847,0.112386964165198,-0.010383118040147838,-0.026530410697427082,-4.7123829175459674e-05,-0.00030987708864475377,1,7158.309284465747,unknown,tissue_manipulation,1752679363.3774347
-0.06512380836470862,-0.11278874273989324,-0.04596958670414455,0.25546738742609765,-0.1399793477716514,-5.692255988776176,0.08105145250441713,-0.07310707938547834,0.002181624821426687,-1.79525710350927,-0.12944725938216886,3.1941118768449943,-0.007292262445993234,-0.0001309778662754663,-0.07834831573595011,0.017162754330080857,0.11240852548048152,-0.010423629153358673,-0.026531013468633284,-4.884156165467241e-05,-0.00031008230331801636,1,7158.309706540801,unknown,tissue_manipulation,1752679363.3995857
-0.06653387439632238,-0.11281927178410771,-0.04592267711588038,0.2537176303238234,-0.13998158659749804,-5.676184097956855,0.08013773870381265,-0.07308872920307966,0.0010907268850651394,-1.7968747964067247,-0.12938849506516897,3.1943623732800788,-0.007293914431583578,-0.00013283126602799383,-0.07841044353313477,0.018568006410027618,0.11243000370941753,-0.010462647528615584,-0.02653162822799774,-4.938041933080176e-05,-0.00031015225910239347,1,7158.310035607919,unknown,tissue_manipulation,1752679363.42138
-0.06794433161614773,-0.11285074557008327,-0.04586935890267501,0.25196784354681084,-0.13998398041533042,-5.6600912481788175,0.07922431396451264,-0.0730647921240465,2.0165623177371625e-05,-1.7984917632440072,-0.12933055323378187,3.1946034366401883,-0.007295577084143379,-0.0001332420279797561,-0.07846985312656618,0.019973548090957114,0.11245151697352386,-0.01049067829960694,-0.026532236878335325,-4.881313343621952e-05,-0.00022158393827304752,1,7158.341720927634,unknown,tissue_manipulation,1752679363.4410222
-0.06935517210084396,-0.11288118677018096,-0.04582076356190955,0.25021802979041746,-0.13998603404475662,-5.64399722498193,0.07831112289648297,-0.07304730833803527,-0.0010451047571348807,-1.8001079968199438,-0.12927171620494568,3.194853861660263,-0.007297245593527938,-0.00013363085660657303,-0.07853209687415423,0.02137933644622904,0.11247283017316795,-0.010526686552516182,-0.02653285234901755,-4.948449202764934e-05,-0.00022170562131636768,1,7158.341864952805,unknown,tissue_manipulation,1752679363.4641826
-0.07076639274065391,-0.11291157387756133,-0.04577143732086758,0.2484681909947695,-0.13998799446331256,-5.6278921764749565,0.07739814739705639,-0.07303026505968613,-0.002097663604855842,-1.8017234946985103,-0.1292128447131384,3.1951041534569242,-0.007298917368047414,-0.00013382114610676395,-0.07859430308476284,0.022785390660339532,0.11249406126652793,-0.010561211907966621,-0.02653347276349608,-4.972717668963542e-05,-0.00022175542947044772,1,7158.341916636357,unknown,tissue_manipulation,1752679363.4872026
-0.07217799281755592,-0.11294190069597583,-0.0457214206574221,0.2467183283250099,-0.13998986167036173,-5.611776116311277,0.07648538193480241,-0.0730136659769371,-0.003137542583359805,-1.803338256456596,-0.12915393989373752,3.1953542629300076,-0.007300591063077076,-0.00013395424723277542,-0.07865643632316338,0.024191709709426017,0.11251521065228534,-0.010594237357290466,-0.02653409523590735,-4.9848528934410066e-05,-0.00022178423800206339,1,7158.341876215162,unknown,tissue_manipulation,1752679363.5084808
