joint_0_pos,joint_1_pos,joint_2_pos,joint_3_pos,joint_4_pos,joint_5_pos,joint_6_pos,joint_0_vel,joint_1_vel,joint_2_vel,joint_3_vel,joint_4_vel,joint_5_vel,joint_6_vel,joint_0_torque,joint_1_torque,joint_2_torque,joint_3_torque,joint_4_torque,joint_5_torque,joint_6_torque,contact_detected
0.6379461273686924,0.19395319448005083,-0.5128230196291349,-0.8673770644361345,-0.4939458046659042,0.4253962686365527,1.1763109699022656,-16.99952821507177,6.393200895509354,33.95197118046262,52.38135905689046,42.26940578284594,9.404676801942523,-26.196491825707014,3697.8016877651485,-120.69179500848946,2800.301671099159,4789.209617546379,52.6301858866019,-243.47606229197763,3.7686961328362734,0
0.3871926280113323,0.30351187813870795,0.05255613779485141,-0.06191562946703824,0.1424768891382711,0.5416620086574506,0.7354208127853303,-9.258871799506776,4.654519667234915,21.990183193941903,30.983204359919068,23.983482959905714,3.426400803718293,-18.43219097443142,-450.30279612313905,353.5933371873587,-113.24102132400569,-254.57477853050798,-3.8792414094091954,14.53016678735799,-10.21883665811173,0
0.25549150346533067,0.3868344581535515,0.3986572140769359,0.41296194352870336,0.49585911890763323,0.5643540437894942,0.4118995443777637,-4.6835587775040946,3.6289766623487028,13.599534341496234,18.204405376108888,13.020416486347093,-0.23360773652388,-13.908283585715694,16.289250510355927,505.0790756109388,29.919472073187315,-197.36713087277283,-3.8367727059324213,6.410758831830504,-7.562880480825221,0
0.1940121396208995,0.45392737569038955,0.6147306101606435,0.6897655355262855,0.6787743141040942,0.5293483421971389,0.1581449697747541,-1.9856256166945623,2.986297185472375,8.55694377047313,10.521185141941363,6.390668798750321,-2.502913305650787,-11.209404840389219,90.48189732356154,229.8197544301402,-11.451329867496456,-143.4581053248225,-1.3205360979243188,3.6704167084331396,-5.940185411965432,0
0.17388357400482177,0.5106159591824353,0.7521684375461357,0.8467437855183702,0.7579095237502285,0.4583079364440864,-0.053391277653161866,-0.39864091135328555,2.5664786503578534,5.48926460648238,5.8478072391974445,2.3302334608770003,-3.92752338425783,-9.552061626374375,76.75649197822341,78.96197261942226,-28.180419319507376,-98.99667015262106,-0.678772718375324,1.5817330759353363,-4.973179234864524,0
0.17802472583288237,0.5602879117139867,0.8412665633386718,0.930157687966969,0.7728718583096156,0.36453476579611577,-0.23822342758429071,0.530590714908314,2.275541132564025,3.5855145196796596,2.9543108476080473,-0.201409275224796,-4.828779042410616,-8.474141939869767,56.22239208640097,14.25400437048104,-29.097598515232786,-67.44598071873783,-0.7531597551268852,0.16427855617514767,-4.369652790144948,0
0.19630879853005775,0.6048856804056396,0.8998754919249976,0.9673821791937294,0.7473076141259981,0.2563992437939199,-0.4047878039257438,1.0695019233383407,2.0579784239883097,2.367367224712589,1.1149801059078919,-1.817519585473013,-5.395963222871499,-7.704108561590402,40.91008289127768,-14.321881224686331,-26.48299069910511,-46.465610166702476,-1.0250155047542668,-0.737507158075021,-3.9536513558017727,0
0.22271641395503552,0.6455008898606661,0.9385063924944265,0.9746560606150521,0.6954577296169034,0.13937216729911986,-0.557373182878424,1.3760331425711263,1.8811423225062236,1.5528362546324532,-0.09787930467810796,-2.8792933987238287,-5.740380347405512,-7.083288992290033,30.591612777744036,-28.625796561221456,-24.054540240311596,-32.80347434816473,-1.3419413513496965,-1.312821978621401,-3.6269850753265995,0
0.25365386450376914,0.6827266907598557,0.9633463011092128,0.9616643991128646,0.6260291697893313,0.017215349951214376,-0.6978561699453437,1.5434746788425775,1.7259715361731744,0.9758778432200916,-0.9358758971583863,-3.5990844705322886,-5.927774177344299,-6.519913639924994,23.807913162249154,-37.01049189813654,-22.387787003601122,-23.911164400903516,-1.6609679429776443,-1.6841593100864938,-3.335275063458853,0
0.28696074351326273,0.7168658179799379,0.9780386638864076,0.9342367682058109,0.5444778124326614,-0.1073201455743776,-0.8267358226888237,1.6269614235144745,1.5813824434284305,0.5389149464326648,-1.546937062313237,-4.101559700502449,-5.997089338621839,-5.962218154633568,19.382686217631747,-42.69532548142217,-21.269836466189354,-17.992900421647814,-1.969283434859599,-1.9244882950888995,-3.0487779970133353,0
